"site","taxa_type","ecosystem","habitat","biome","guild","year","month","day","plot","unique_ID","unit_abundance","scale_abundance","species","abundance"
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Erkenia subaequiciliata",0.144
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Kephyrion gracilis",0.001
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Cryptomonas erosa",0.185
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Cryptomonas rostratiformis",0.009
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Rhodomonas minuta",0.009
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Pseudanabaena galeata",0.002
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Synechocystis ",0.002
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Miscellaneous",0.003
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Gymnodinium sp 3",0.006
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Peridinium limbatum",0.188
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Peridinium umbonatum",0.026
"CR","producer","aquatic","lake","temperate","plant",2005,4,19,1,"CR_lake_1","mg/L","1L","Bitrichia ochridana",0.005
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Synedra filiformis",0.013
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Chlorococcaceae",0.002
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Arthrodesmus incus",0.009
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Closterium moniliferum",0.014
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Cosmarium tenue",0.005
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Crucigenia rectangularis",0.005
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Monomastix astigmata",0.002
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Monomastix minuta",0.002
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Sphaerocystis schroeteri",0.01
"CR","producer","aquatic","lake","temperate","plant",2005,8,10,1,"CR_lake_1","mg/L","1L","Staurastrum iotanum",0.013
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Cyclotella atomus",0.008
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Cyclotella bodanica",0.024
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Cyclotella ocellata",0.006
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Synedra filiformis",0.012
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Chlorococcaceae",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Chlorococcaceae",0.009
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Ankistrodesmus falcatus",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Coelastrum microporum",0.002
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Crucigenia tetrapedia",0.002
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Monomastix astigmata",0
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Oocystis parva",0.003
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Sphaerocystis schroeteri",0.023
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Stichococcus bacillaris",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Tetraedron muticum",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Chromulina ",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Erkenia subaequiciliata",0.019
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Mallomonas akrokomas",0.003
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Ochromonas ",0.032
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Cryptomonas erosa",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Rhodomonas minuta",0.007
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Rhodomonas minuta",0.004
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Aphanocapsa delicatissima",0
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Aphanocapsa elachista",0
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Aphanothece nidulans",0.067
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Rhabdoderma lineare",0.015
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Synechocystis ",0.003
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Gymnodinium sp 2",0.003
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Gymnodinium sp 3",0.002
"SP","producer","aquatic","lake","temperate","plant",2005,8,9,1,"SP_lake_1","mg/L","1L","Bitrichia ochridana",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Asterionella formosa",0.029
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Cyclotella atomus",0.072
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Cyclotella bodanica",0.014
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Chlorococcaceae",0.002
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Chlamydomonas ",0.002
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Monomastix astigmata",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Oocystis parva",0.007
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Scenedesmus serratus",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Chromulina ",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Dinobryon ",0.019
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Dinobryon bavaricum",0.005
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Erkenia subaequiciliata",0.036
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Mallomonas ",0.007
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Cryptomonas erosa",0.022
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Rhodomonas minuta",0.009
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Rhodomonas minuta",0.008
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Aphanocapsa delicatissima",0
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Aphanothece nidulans",0.004
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Planktothrix agardhii",0.548
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Synechococcus elongatus",0.005
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Synechocystis ",0.008
"SP","producer","aquatic","lake","temperate","plant",2005,11,15,1,"SP_lake_1","mg/L","1L","Gymnodinium sp 3",0.003
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Asterionella formosa",0.008
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Cyclotella ocellata",0.057
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Stephanodiscus hantzschii",0.004
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Tabellaria flocculosa",0.014
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Chlamydomonas ",0.555
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Eudorina elegans",0.017
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Monoraphidium capricornutum",0
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Schroederia judayi",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Chrysophyceae",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Chromulina ",0
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Erkenia subaequiciliata",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Cryptomonas erosa",0.029
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Rhodomonas minuta",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Aphanocapsa elachista",0
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Synechococcus elongatus",0.009
"TB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"TB_lake_1","mg/L","1L","Peridinium umbonatum",0.008
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Aulacoseira ambigua",0.141
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Chlorococcaceae",0.002
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Ankistrodesmus falcatus",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Chlamydomonas ",0.004
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Monomastix astigmata",0
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Oocystis parva",0.046
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Scourfieldia cordiformis",0.029
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Dinobryon ",0.036
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Dinobryon bavaricum",0.005
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Dinobryon divergens",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Erkenia subaequiciliata",0.003
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Mallomonas ",0.007
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Cryptomonas erosa",0.41
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Cryptomonas lucens",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Rhodomonas minuta",0.007
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Chroococcus minutus",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Synechococcus elongatus",0.025
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Miscellaneous",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Gymnodinium sp 2",0.011
"TB","producer","aquatic","lake","temperate","plant",2005,8,8,1,"TB_lake_1","mg/L","1L","Gymnodinium sp 3",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Aulacoseira ambigua",0.011
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Cyclotella meneghiniana",0.006
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Diploneis ",0.018
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Fragilaria construens",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Stephanodiscus medius",0.015
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Stephanodiscus niagarae",0.228
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Stephanodiscus parvus",0.002
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Chlorococcaceae",0
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Chlamydomonas ",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Monomastix astigmata",0
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Scourfieldia cordiformis",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Chrysophyceae",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Chrysococcus minutus",0
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Dinobryon cyst",0.005
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Erkenia subaequiciliata",0
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Mallomonas ",0.004
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Cryptomonas erosa",0.98
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Rhodomonas minuta",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Synechococcus elongatus",0.006
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Synechocystis ",0.002
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Miscellaneous",0.001
"TB","producer","aquatic","lake","temperate","plant",2005,11,17,1,"TB_lake_1","mg/L","1L","Gymnodinium sp 2",0.003
"TR","producer","aquatic","lake","temperate","plant",2005,4,21,1,"TR_lake_1","mg/L","1L","Aulacoseira ambigua",0.192
"TR","producer","aquatic","lake","temperate","plant",2005,4,21,1,"TR_lake_1","mg/L","1L","Cyclostephanos tholiformis",0.055
"TR","producer","aquatic","lake","temperate","plant",2005,4,21,1,"TR_lake_1","mg/L","1L","Cyclotella bodanica",0.024
"TR","producer","aquatic","lake","temperate","plant",2005,4,21,1,"TR_lake_1","mg/L","1L","Cyclotella ocellata",0.01
"TR","producer","aquatic","lake","temperate","plant",2005,4,21,1,"TR_lake_1","mg/L","1L","Cyclotella sp 1",0.025
"TR","producer","aquatic","lake","temperate","plant",2005,4,21,1,"TR_lake_1","mg/L","1L","Fragilaria crotonensis",0.472
"TR","producer","aquatic","lake","temperate","plant",2005,4,21,1,"TR_lake_1","mg/L","1L","Stephanodiscus niagarae",0.241
"TR","producer","aquatic","lake","temperate","plant",2005,4,21,1,"TR_lake_1","mg/L","1L","Surirella visurgis",0.164
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Fragilaria construens",0.001
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Chlorococcaceae",0.196
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Ankistrodesmus falcatus",0
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Chlamydomonas ",0.035
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Chlamydomonas dinobryonii",0.143
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Monoraphidium capricornutum",0
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Schroederia judayi",0.001
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Scourfieldia cordiformis",0.111
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Chrysocapsaceae",0.006
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Chrysophyceae",0.029
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Chromulina ",0.033
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Dinobryon ",0.003
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Dinobryon cyst",0.623
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Dinobryon sertularia",0.001
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Syncrypta ",0.02
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Syncrypta ",0.373
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Cryptomonas erosa",0.291
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Rhodomonas minuta",0.001
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Aphanocapsa delicatissima",0
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Chroococcus minutus",0.005
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Pseudanabaena ",0.002
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Synechococcus elongatus",0.001
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Synechocystis ",0.001
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Miscellaneous",0.002
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Gymnodinium sp 2",0.284
"CB","producer","aquatic","lake","temperate","plant",2005,4,18,1,"CB_lake_1","mg/L","1L","Peridinium umbonatum",0.306
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Chlorococcaceae",0.004
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Chlamydomonas ",0.025
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Monomastix astigmata",0.018
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Oocystis parva",0.032
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Scourfieldia cordiformis",0.103
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Chromulina ",0.004
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Gonyostomum semen",1.228
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Synura ",1.892
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Cryptomonas erosa",4.258
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Rhodomonas minuta",0.007
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Aphanocapsa elachista",0.02
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Synechococcus elongatus",0.002
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Synechocystis ",0.005
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Euglena acus",0.04
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Miscellaneous",0.01
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Gymnodinium sp 2",0.023
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Peridinium cinctum",0.357
"CB","producer","aquatic","lake","temperate","plant",2005,8,9,1,"CB_lake_1","mg/L","1L","Peridinium limbatum",0.917
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Tabellaria fenestrata",0.087
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Chlorococcaceae",0.002
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Dictyosphaerium pulchellum",0.004
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Monomastix astigmata",0.001
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Chromulina ",0.113
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Dinobryon ",0.012
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Dinobryon bavaricum",0.045
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Dinobryon bavaricum",0.024
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Erkenia subaequiciliata",0.001
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Gonyostomum semen",2.974
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Mallomonas ",0.062
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Synura ",0.743
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Cryptomonas erosa",0.65
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Anabaena circinalis",0.01
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Aphanocapsa elachista",0.004
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Aphanocapsa koordersi",0.007
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Merismopedia trolleri",0.007
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Synechococcus elongatus",0
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Synechocystis ",0.003
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Gymnodinium sp 2",0.01
"CB","producer","aquatic","lake","temperate","plant",2005,11,8,1,"CB_lake_1","mg/L","1L","Bitrichia ochridana",0.006
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Asterionella formosa",0.05
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Stephanodiscus medius",0.007
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Synedra delicatissima",0.096
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Chlorococcaceae",0.002
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Ankistrodesmus falcatus",0.004
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Chlamydomonas ",0.003
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Scenedesmus acutus",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Chrysophyceae",0.003
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Chromulina ",0.03
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Chrysolykos planctonicus",0.002
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Dinobryon ",0.064
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Dinobryon ",0.001
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Dinobryon bavaricum",0.002
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Erkenia subaequiciliata",0.033
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Mallomonas ",0.008
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Mallomonas akrokomas",0.005
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Uroglena ",0.171
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Uroglena ",0.019
"SP","producer","aquatic","lake","temperate","plant",2005,4,20,1,"SP_lake_1","mg/L","1L","Cryptomonas erosa",0.094
